ΕΞΑΜΗΝΟ, ΜΑΘΗΜΑ, ΚΑΘΗΓΗΤΗΣ, ΤΜΗΜΑ, ΣΧΟΛΙΑ, ΩΡΑ, ΑΙΘΟΥΣΑ, ΗΜΕΡΑ
1, ΕΦΑΡΜΟΣΜΕΝΗ ΠΛΗΡΟΦΟΡΙΚΗ Α-Λ, Γ. Χαλαμανδάρης - Κ. Βασιλειάδης, Λογιστικής και Χρηματοοικονομικής, -, 15-17, Η/Υ1 Η/Υ 2, Παρασκευή
1, ΕΦΑΡΜΟΣΜΕΝΗ ΠΛΗΡΟΦΟΡΙΚΗ Μ-Ω, Γ. Χαλαμανδάρης - Κ. Βασιλειάδης, Λογιστικής και Χρηματοοικονομικής, -, 15-17, Η/Υ1 Η/Υ 2, Δευτέρα
1, ΕΦΑΡΜΟΣΜΕΝΗ ΠΛΗΡΟΦΟΡΙΚΗ Μ-Ω, Γ. Χαλαμανδάρης - Κ. Βασιλειάδης, Λογιστικής και Χρηματοοικονομικής, -, 17-19, Η/Υ1 Η/Υ 2, Παρασκευή
1, ΜΑΘΗΜΑΤΙΚΟΣ ΛΟΓΙΣΜΟΣ ΣΕ ΕΠΙΧΕΙΡΗΣΙΑΚΑ ΠΡΟΒΛΗΜΑΤΑ Α-Λ, Σ. ΜΠΕΚΙΡΟΣ, Λογιστικής και Χρηματοοικονομικής, -, 17-19, Γ, Τετάρτη
1, ΜΑΘΗΜΑΤΙΚΟΣ ΛΟΓΙΣΜΟΣ ΣΕ ΕΠΙΧΕΙΡΗΣΙΑΚΑ ΠΡΟΒΛΗΜΑΤΑ Α-Λ, Σ. ΜΠΕΚΙΡΟΣ, Λογιστικής και Χρηματοοικονομικής, -, 15-17, Δο, Πέμπτη
1, ΜΑΘΗΜΑΤΙΚΟΣ ΛΟΓΙΣΜΟΣ ΣΕ ΕΠΙΧΕΙΡΗΣΙΑΚΑ ΠΡΟΒΛΗΜΑΤΑ Μ-Ω, Α. ΤΣΕΚΡΕΚΟΣ, Λογιστικής και Χρηματοοικονομικής, -, 11-13, Γ, Τρίτη
1, ΜΑΘΗΜΑΤΙΚΟΣ ΛΟΓΙΣΜΟΣ ΣΕ ΕΠΙΧΕΙΡΗΣΙΑΚΑ ΠΡΟΒΛΗΜΑΤΑ Μ-Ω, Α. ΤΣΕΚΡΕΚΟΣ, Λογιστικής και Χρηματοοικονομικής, -, 13-15, Δ12, Τετάρτη
1, ΜΑΘΗΜΑΤΙΚΟΣ ΛΟΓΙΣΜΟΣ ΣΕ ΕΠΙΧΕΙΡΗΣΙΑΚΑ ΠΡΟΒΛΗΜΑΤΑ Μ-Ω, Α. ΤΣΕΚΡΕΚΟΣ, Λογιστικής και Χρηματοοικονομικής, ΦΡΟΝΤΙΣΤΗΡΙΟ (Μ-Ω), 19-21, Α21, Παρασκευή
1, ΣΤΑΤΙΣΤΙΚΗ ΓΙΑ ΕΠΙΧΕΙΡΗΣΕΙΣ Α-Λ, Σ. Ψαράκης - Ε. Τσομπανάκη, Λογιστικής και Χρηματοοικονομικής, -, 13-15, Δ12, Τρίτη
1, ΣΤΑΤΙΣΤΙΚΗ ΓΙΑ ΕΠΙΧΕΙΡΗΣΕΙΣ Α-Λ, Σ. Ψαράκης - Ε. Τσομπανάκη, Λογιστικής και Χρηματοοικονομικής, ΦΡΟΝΤΙΣΤΗΡΙΟ (Α-Λ), 15-17, Α31, Τρίτη
1, ΣΤΑΤΙΣΤΙΚΗ ΓΙΑ ΕΠΙΧΕΙΡΗΣΕΙΣ Α-Λ, Σ. Ψαράκης - Ε. Τσομπανάκη, Λογιστικής και Χρηματοοικονομικής, -, 15-17, Δο, Τετάρτη
1, ΣΤΑΤΙΣΤΙΚΗ ΓΙΑ ΕΠΙΧΕΙΡΗΣΕΙΣ Μ-Ω, ΨΑΡΑΚΗΣ ΑΫΦΑΝΤΗ, Λογιστικής και Χρηματοοικονομικής, -, 15-17, Δ23, Τρίτη
1, ΣΤΑΤΙΣΤΙΚΗ ΓΙΑ ΕΠΙΧΕΙΡΗΣΕΙΣ Μ-Ω, ΨΑΡΑΚΗΣ ΑΫΦΑΝΤΗ, Λογιστικής και Χρηματοοικονομικής, -, 15-17, Δ24, Πέμπτη
1, ΣΤΑΤΙΣΤΙΚΗ ΓΙΑ ΕΠΙΧΕΙΡΗΣΕΙΣ Μ-Ω, ΨΑΡΑΚΗΣ ΑΫΦΑΝΤΗ, Λογιστικής και Χρηματοοικονομικής, ΦΡΟΝΤΙΣΤΗΡΙΟ, 17-19, Γ, Πέμπτη
3, ΔΙΟΙΚΗΣΗ ΑΝΘΡΩΠΙΝΟΥ ΔΥΝΑΜΙΚΟΥ, ΓΑΛΑΝΑΚΗ, Λογιστικής και Χρηματοοικονομικής, -, 9-11, Δ12, Δευτέρα
3, ΔΙΟΙΚΗΣΗ ΑΝΘΡΩΠΙΝΟΥ ΔΥΝΑΜΙΚΟΥ, ΓΑΛΑΝΑΚΗ, Λογιστικής και Χρηματοοικονομικής, -, 9-11, Γ, Παρασκευή
3, ΜΑΘΗΜΑΤΙΚΑ ΧΡΗΜΑΤΟΠΙΣΤΩΤΙΚΗΣ ΑΝΑΛΥΣΗΣ Α-Λ, ΡΟΜΠΟΛΗΣ, Λογιστικής και Χρηματοοικονομικής, -, 9-11, Δ12, Τετάρτη
3, ΜΑΘΗΜΑΤΙΚΑ ΧΡΗΜΑΤΟΠΙΣΤΩΤΙΚΗΣ ΑΝΑΛΥΣΗΣ Α-Λ, ΡΟΜΠΟΛΗΣ, Λογιστικής και Χρηματοοικονομικής, -, 15-17, Γ, Πέμπτη
3, ΜΑΘΗΜΑΤΙΚΑ ΧΡΗΜΑΤΟΠΙΣΤΩΤΙΚΗΣ ΑΝΑΛΥΣΗΣ Μ-Ω, ΡΟΜΠΟΛΗΣ, Λογιστικής και Χρηματοοικονομικής, -, 13-15, Δ23, Τετάρτη
3, ΜΑΘΗΜΑΤΙΚΑ ΧΡΗΜΑΤΟΠΙΣΤΩΤΙΚΗΣ ΑΝΑΛΥΣΗΣ Μ-Ω, ΡΟΜΠΟΛΗΣ, Λογιστικής και Χρηματοοικονομικής, -, 13-15, Α, Πέμπτη
3, ΣΤΟΙΧΕΙΑ ΑΝΑΠΤΥΞΗΣ ΕΠΙΧΕΙΡΗΣΙΑΚΩΝ ΛΥΣΕΩΝ ΜΕ ΤΗ ΒΟΗΘΕΙΑ ΤΗΣ ΠΛΗΡΟΦΟΡΙΚΗΣ Α-Ζ, Γ. ΧΑΛΑΜΑΝΔΑΡΗΣ, Λογιστικής και Χρηματοοικονομικής, -, 13-15, Η/Υ 3, Δευτέρα
3, ΣΤΟΙΧΕΙΑ ΑΝΑΠΤΥΞΗΣ ΕΠΙΧΕΙΡΗΣΙΑΚΩΝ ΛΥΣΕΩΝ ΜΕ ΤΗ ΒΟΗΘΕΙΑ ΤΗΣ ΠΛΗΡΟΦΟΡΙΚΗΣ Η-Λ, Γ. ΧΑΛΑΜΑΝΔΑΡΗΣ, Λογιστικής και Χρηματοοικονομικής, -, 17-19, Η/Υ 3, Δευτέρα
3, ΣΤΟΙΧΕΙΑ ΑΝΑΠΤΥΞΗΣ ΕΠΙΧΕΙΡΗΣΙΑΚΩΝ ΛΥΣΕΩΝ ΜΕ ΤΗ ΒΟΗΘΕΙΑ ΤΗΣ ΠΛΗΡΟΦΟΡΙΚΗΣ Μ-Πα, Γ. ΧΑΛΑΜΑΝΔΑΡΗΣ, Λογιστικής και Χρηματοοικονομικής, -, 15-17, Η/Υ 3, Δευτέρα
3, ΣΤΟΙΧΕΙΑ ΑΝΑΠΤΥΞΗΣ ΕΠΙΧΕΙΡΗΣΙΑΚΩΝ ΛΥΣΕΩΝ ΜΕ ΤΗ ΒΟΗΘΕΙΑ ΤΗΣ ΠΛΗΡΟΦΟΡΙΚΗΣ Πε-Ω, Γ. ΧΑΛΑΜΑΝΔΑΡΗΣ, Λογιστικής και Χρηματοοικονομικής, -, 15-17, Η/Υ 3, Παρασκευή
3, ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗ ΛΟΓΙΣΤΙΚΗ Ι (Α-Λ), Α. ΜΠΑΛΛΑΣ, Λογιστικής και Χρηματοοικονομικής, ΦΡΟΝΤΙΣΤΗΡΙΟ (Α-Λ), 9-11, X, Τρίτη
3, ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗ ΛΟΓΙΣΤΙΚΗ Ι (Α-Λ), Α. ΜΠΑΛΛΑΣ, Λογιστικής και Χρηματοοικονομικής, -, 13-15, Δ23, Πέμπτη
3, ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗ ΛΟΓΙΣΤΙΚΗ Ι (Α-Λ), Α. ΜΠΑΛΛΑΣ, Λογιστικής και Χρηματοοικονομικής, -, 13-15, Α24, Παρασκευή
3, ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗ ΛΟΓΙΣΤΙΚΗ Ι (Μ-Ω), Δ. ΧΕΒΑΣ, Λογιστικής και Χρηματοοικονομικής, -, 9-11, Δ23, Τετάρτη
3, ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗ ΛΟΓΙΣΤΙΚΗ Ι (Μ-Ω), Δ. ΧΕΒΑΣ, Λογιστικής και Χρηματοοικονομικής, ΦΡΟΝΤΙΣΤΗΡΙΟ (Μ-Ω), 11-13, Γ, Τετάρτη
3, ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗ ΛΟΓΙΣΤΙΚΗ Ι (Μ-Ω), Δ. ΧΕΒΑΣ, Λογιστικής και Χρηματοοικονομικής, -, 11-13, Δ12, Πέμπτη
3, ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗ ΤΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ (Α-Λ), Ε. ΚΑΒΟΥΣΑΝΟΣ, Λογιστικής και Χρηματοοικονομικής, -, 15-17, Γ, Δευτέρα
3, ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗ ΤΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ (Α-Λ), Ε. ΚΑΒΟΥΣΑΝΟΣ, Λογιστικής και Χρηματοοικονομικής, -, 11-13, Δ12, Τετάρτη
3, ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗ ΤΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ (Μ-Ω), Α. ΕΠΙΣΚΟΠΟΣ, Λογιστικής και Χρηματοοικονομικής, -, 9-11, Γ, Τρίτη
3, ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗ ΤΩΝ ΕΠΙΧΕΙΡΗΣΕΩΝ (Μ-Ω), Α. ΕΠΙΣΚΟΠΟΣ, Λογιστικής και Χρηματοοικονομικής, -, 9-11, Δ23, Πέμπτη
5, ΑΝΑΛΥΣΗ ΚΑΙ ΔΙΑΧΕΙΡΙΣΗ ΧΑΡΤΟΦΥΛΑΚΙΟΥ, ΛΕΛΕΔΑΚΗΣ, Λογιστικής και Χρηματοοικονομικής, -, 15-17, Α31, Πέμπτη
5, ΑΝΑΛΥΣΗ ΚΑΙ ΔΙΑΧΕΙΡΙΣΗ ΧΑΡΤΟΦΥΛΑΚΙΟΥ, ΛΕΛΕΔΑΚΗΣ, Λογιστικής και Χρηματοοικονομικής, -, 15-17, Δ23, Παρασκευή
5, Επιχειρηματική Ηθική, Παν. Υπότροφος, Λογιστικής και Χρηματοοικονομικής, -, 19-21, Δ24, Δευτέρα
5, Επιχειρηματική Ηθική, Παν. Υπότροφος, Λογιστικής και Χρηματοοικονομικής, -, 19-21, Δ12, Πέμπτη
5, Επιχειρηματικότητα, Παν. Υπότροφος, Λογιστικής και Χρηματοοικονομικής, -, 17-19, Δ22, Τρίτη
5, Επιχειρηματικότητα, Παν. Υπότροφος, Λογιστικής και Χρηματοοικονομικής, -, 17-19, Δ12, Παρασκευή
5, Η ΛΟΓΙΣΤΙΚΗ ΤΩΝ ΕΠΙΧΕΙΡΗΜΑΤΙΚΩΝ ΣΥΝΕΝΩΣΕΩΝ , Δ.ΧΕΒΑΣ, Λογιστικής και Χρηματοοικονομικής, -, 11-13, Δ23, Τετάρτη
5, Η ΛΟΓΙΣΤΙΚΗ ΤΩΝ ΕΠΙΧΕΙΡΗΜΑΤΙΚΩΝ ΣΥΝΕΝΩΣΕΩΝ , Δ.ΧΕΒΑΣ, Λογιστικής και Χρηματοοικονομικής, -, 9-11, Δ12, Πέμπτη
5, Η ΛΟΓΙΣΤΙΚΗ ΤΩΝ ΕΠΙΧΕΙΡΗΜΑΤΙΚΩΝ ΣΥΝΕΝΩΣΕΩΝ , Δ.ΧΕΒΑΣ, Λογιστικής και Χρηματοοικονομικής, ΦΡΟΝΤΙΣΤΗΡΙΟ, 11-13, Α, Παρασκευή
5, ΛΟΓΙΣΤΙΚΑ ΠΛΗΡΟΦΟΡΙΑΚΑ ΣΥΣΤΗΜΑΤΑ ΜΕΣΩ ΔΙΑΔΙΚΤΥΟΥ, Ο. ΒΛΗΣΜΑΣ, Λογιστικής και Χρηματοοικονομικής, -, 17-19, Α21, Δευτέρα
5, ΛΟΓΙΣΤΙΚΑ ΠΛΗΡΟΦΟΡΙΑΚΑ ΣΥΣΤΗΜΑΤΑ ΜΕΣΩ ΔΙΑΔΙΚΤΥΟΥ, Ο. ΒΛΗΣΜΑΣ, Λογιστικής και Χρηματοοικονομικής, -, 17-19, Δ24, Τετάρτη
5, ΛΟΓΙΣΤΙΚΑ ΠΛΗΡΟΦΟΡΙΑΚΑ ΣΥΣΤΗΜΑΤΑ ΜΕΣΩ ΔΙΑΔΙΚΤΥΟΥ, Ο. ΒΛΗΣΜΑΣ, Λογιστικής και Χρηματοοικονομικής, ΦΡΟΝΤΙΣΤΗΡΙΟ (Α-Λ), 15-17, Η/Υ 3, Τετάρτη
5, ΛΟΓΙΣΤΙΚΑ ΠΛΗΡΟΦΟΡΙΑΚΑ ΣΥΣΤΗΜΑΤΑ ΜΕΣΩ ΔΙΑΔΙΚΤΥΟΥ, Ο. ΒΛΗΣΜΑΣ, Λογιστικής και Χρηματοοικονομικής, ΦΡΟΝΤΙΣΤΗΡΙΟ (Μ-Ω), 17-19, Η/Υ 3, Τετάρτη
5, ΜΙΚΡΟΔΟΜΗ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΩΝ ΑΓΟΡΩΝ, Γ.ΧΑΛΑΜΑΝΔΑΡΗΣ, Λογιστικής και Χρηματοοικονομικής, -, 15-17, Δ102, Δευτέρα
5, ΜΙΚΡΟΔΟΜΗ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΩΝ ΑΓΟΡΩΝ, Γ.ΧΑΛΑΜΑΝΔΑΡΗΣ, Λογιστικής και Χρηματοοικονομικής, -, 13-15, Α47, Τρίτη
5, ΣΥΜΠΕΡΙΦΟΡΙΚΗ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗ, Σ. ΣΠΥΡΟΥ, Λογιστικής και Χρηματοοικονομικής, -, 9-11, Δ102, Τετάρτη
5, ΣΥΜΠΕΡΙΦΟΡΙΚΗ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗ, Σ. ΣΠΥΡΟΥ, Λογιστικής και Χρηματοοικονομικής, -, 11-13, Δ102, Πέμπτη
5, ΤΡΑΠΕΖΙΚΗ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗ, ΔΡΑΚΟΣ, Λογιστικής και Χρηματοοικονομικής, -, 11-13, X, Δευτέρα
5, ΤΡΑΠΕΖΙΚΗ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗ, ΔΡΑΚΟΣ, Λογιστικής και Χρηματοοικονομικής, -, 9-11, Αμφ.Δεριγνύ, Τρίτη
7, ΔΙΕΘΝΗ ΛΟΓΙΣΤΙΚΑ ΠΡΟΤΥΠΑ Ι, Δ. ΓΚΙΚΑΣ, Λογιστικής και Χρηματοοικονομικής, -, 15-17, Δ24, Δευτέρα
7, ΔΙΕΘΝΗ ΛΟΓΙΣΤΙΚΑ ΠΡΟΤΥΠΑ Ι, Δ. ΓΚΙΚΑΣ, Λογιστικής και Χρηματοοικονομικής, -, 15-17, Γ, Παρασκευή
7, ΔΙΕΘΝΗΣ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗ, Δ. Γεωργούτσος, Λογιστικής και Χρηματοοικονομικής, -, 13-15, Υ1, Δευτέρα
7, ΔΙΕΘΝΗΣ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗ, Δ. Γεωργούτσος, Λογιστικής και Χρηματοοικονομικής, -, 11-13, Δ102, Τετάρτη
7, ΕΛΕΓΚΤΙΚΗ (ΕΛΕΓΚΤΙΚΗ Ι), ΜΠΑΛΛΑΣ, Λογιστικής και Χρηματοοικονομικής, -, 9-11, Τ102, Τετάρτη
7, ΕΛΕΓΚΤΙΚΗ (ΕΛΕΓΚΤΙΚΗ Ι), ΜΠΑΛΛΑΣ, Λογιστικής και Χρηματοοικονομικής, -, 15-17, Τ102, Πέμπτη
7, ΕΝΑΛΛΑΚΤΙΚΕΣ ΕΠΕΝΔΥΣΕΙΣ, Παν. Υπότροφος, Λογιστικής και Χρηματοοικονομικής, -, 19-21, Δο, Δευτέρα
7, ΕΝΑΛΛΑΚΤΙΚΕΣ ΕΠΕΝΔΥΣΕΙΣ, Παν. Υπότροφος, Λογιστικής και Χρηματοοικονομικής, -, 19-21, Δ23, Παρασκευή
7, ΕΠΙΧΕΙΡΗΣΙΑΚΗ ΠΟΛΙΤΙΚΗ ΚΑΙ ΣΤΡΑΤΗΓΙΚΗ, Β.ΠΑΠΑΔΑΚΗΣ, Λογιστικής και Χρηματοοικονομικής, -, 15-17, Δ12, Τρίτη
7, ΕΠΙΧΕΙΡΗΣΙΑΚΗ ΠΟΛΙΤΙΚΗ ΚΑΙ ΣΤΡΑΤΗΓΙΚΗ, Β.ΠΑΠΑΔΑΚΗΣ, Λογιστικής και Χρηματοοικονομικής, -, 13-15, Δ12, Πέμπτη
7, ΕΠΙΧΕΙΡΗΣΙΑΚΗ ΠΟΛΙΤΙΚΗ ΚΑΙ ΣΤΡΑΤΗΓΙΚΗ, Β.ΠΑΠΑΔΑΚΗΣ, Λογιστικής και Χρηματοοικονομικής, ΦΡΟΝΤΙΣΤΗΡΙΟ, 17-19, Α48, Παρασκευή
7, ΛΟΓΙΣΤΙΚΗ ΔΗΜΟΣΙΟΥ ΤΟΜΕΑ, ΤΖΟΒΑΣ, Λογιστικής και Χρηματοοικονομικής, -, 9-11, Α47, Τρίτη
7, ΛΟΓΙΣΤΙΚΗ ΔΗΜΟΣΙΟΥ ΤΟΜΕΑ, ΤΖΟΒΑΣ, Λογιστικής και Χρηματοοικονομικής, -, 19-21, Δ23, Τετάρτη
7, ΥΠΟΛΟΓΙΣΤΙΚΗ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗ (ΜΑΘΗΜΑΤΙΚΗ & ΥΠΟΛΟΓΙΣΤΙΚΗ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗ), Παν. Υπότροφος, Λογιστικής και Χρηματοοικονομικής, -, 17-19, Η/Υ 3, Τρίτη
7, ΥΠΟΛΟΓΙΣΤΙΚΗ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗ (ΜΑΘΗΜΑΤΙΚΗ & ΥΠΟΛΟΓΙΣΤΙΚΗ ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΗ), Παν. Υπότροφος, Λογιστικής και Χρηματοοικονομικής, -, 17-19, Δ102, Πέμπτη
7, ΦΟΡΟΛΟΓΙΑ, ΠΑΝΕΠΙΣΤΗΜΙΑΚΟΣ ΥΠΟΤΡΟΦΟΣ, Λογιστικής και Χρηματοοικονομικής, -, 17-19, Δο, Δευτέρα
7, ΦΟΡΟΛΟΓΙΑ, ΠΑΝΕΠΙΣΤΗΜΙΑΚΟΣ ΥΠΟΤΡΟΦΟΣ, Λογιστικής και Χρηματοοικονομικής, -, 17-19, Α24, Τετάρτη
7, ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΑ ΤΗΣ ΝΑΥΤΙΛΙΑΣ, ΚΑΒΟΥΣΑΝΟΣ, Λογιστικής και Χρηματοοικονομικής, -, 11-13, Δ12, Δευτέρα
7, ΧΡΗΜΑΤΟΟΙΚΟΝΟΜΙΚΑ ΤΗΣ ΝΑΥΤΙΛΙΑΣ, ΚΑΒΟΥΣΑΝΟΣ, Λογιστικής και Χρηματοοικονομικής, -, 15-17, Γ, Τετάρτη
1, ΕΙΣΑΓΩΓΗ ΣΤΗ ΔΙΟΙΚΗΣΗ  ΕΠΙΧΕΙΡΗΣΕΩΝ, ΝΙΚΑΝΔΡΟΥ , Μάρκετινγκ και Επικοινωνίας, -, 15-17, Α21, Τετάρτη
1, ΕΙΣΑΓΩΓΗ ΣΤΗ ΔΙΟΙΚΗΣΗ  ΕΠΙΧΕΙΡΗΣΕΩΝ, ΝΙΚΑΝΔΡΟΥ , Μάρκετινγκ και Επικοινωνίας, -, 17-19, Α21, Τετάρτη
1, ΕΙΣΑΓΩΓΗ ΣΤΟ ΜΑΡΚΕΤΙΝΓΚ, Σ. ΔΗΜΗΤΡΙΑΔΗΣ, Μάρκετινγκ και Επικοινωνίας, -, 13-15, Δο, Δευτέρα
1, ΕΙΣΑΓΩΓΗ ΣΤΟ ΜΑΡΚΕΤΙΝΓΚ, Σ. ΔΗΜΗΤΡΙΑΔΗΣ, Μάρκετινγκ και Επικοινωνίας, -, 15-17, Β, Τρίτη
1, ΕΙΣΑΓΩΓΗ ΣΤΟ ΜΑΡΚΕΤΙΝΓΚ, Σ. ΔΗΜΗΤΡΙΑΔΗΣ, Μάρκετινγκ και Επικοινωνίας, -, 13-15, Δ12, Παρασκευή
1, ΠΟΣΟΤΙΚΕΣ ΜΕΘΟΔΟΙ Ι, Μ. ΨΙΛΟΥΤΣΙΚΟΥ, Μάρκετινγκ και Επικοινωνίας, -, 15-17, Α21, Δευτέρα
1, ΠΟΣΟΤΙΚΕΣ ΜΕΘΟΔΟΙ Ι, Μ. ΨΙΛΟΥΤΣΙΚΟΥ, Μάρκετινγκ και Επικοινωνίας, -, 15-17, Β, Παρασκευή
1, Ποσοτικές Μέθοδοι Ι  SPSS(Μ-Ω), Η. ΜΠΑΛΑΦΟΥΤΗΣ, Μάρκετινγκ και Επικοινωνίας, -, 13-15, Η/Υ 3, Τετάρτη
1, Ποσοτικές Μέθοδοι Ι SPSS (Α-Λ), Η. ΜΠΑΛΑΦΟΥΤΗΣ, Μάρκετινγκ και Επικοινωνίας, -, 11-13, Η/Υ 3, Τετάρτη
1, ΨΥΧΟΛΟΓΙΑ, ΚΟΚΚΙΝΑΚΗ - Π.Δ. 407, Μάρκετινγκ και Επικοινωνίας, -, 17-19, Δ24, Δευτέρα
1, ΨΥΧΟΛΟΓΙΑ, ΚΟΚΚΙΝΑΚΗ - Π.Δ. 407, Μάρκετινγκ και Επικοινωνίας, -, 11-13, Δ24, Τρίτη
3, ΔΙΑΦΗΜΙΣΗ,  Φ. ΚΟΚΚΙΝΑΚΗ - Α. ΕΥΑΓΓΕΛΑΤΟΣ, Μάρκετινγκ και Επικοινωνίας, ΦΡΟΝΤΙΣΤΗΡΙΟ, 13-15, Α23, Τρίτη
3, ΔΙΑΦΗΜΙΣΗ,  Φ. ΚΟΚΚΙΝΑΚΗ - Α. ΕΥΑΓΓΕΛΑΤΟΣ, Μάρκετινγκ και Επικοινωνίας, -, 11-13, Β, Πέμπτη
3, ΔΙΑΦΗΜΙΣΗ,  Φ. ΚΟΚΚΙΝΑΚΗ - Α. ΕΥΑΓΓΕΛΑΤΟΣ, Μάρκετινγκ και Επικοινωνίας, -, 13-15, Β, Πέμπτη
3, ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΠΛΗΡΟΦΟΡΙΚΗ, Παν. Υπότροφος, Μάρκετινγκ και Επικοινωνίας, -, 15-17, Η/Υ1 Η/Υ 2, Τετάρτη
3, ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΠΛΗΡΟΦΟΡΙΚΗ, Παν. Υπότροφος, Μάρκετινγκ και Επικοινωνίας, -, 17-19, Α21, Πέμπτη
3, ΕΙΣΑΓΩΓΗ ΣΤΗΝ ΠΛΗΡΟΦΟΡΙΚΗ, Παν. Υπότροφος, Μάρκετινγκ και Επικοινωνίας, -, 15-17, Α21, Πέμπτη
3, ΕΡΕΥΝΑ ΜΑΡΚΕΤΙΝΓΚ, Β. ΣΤΑΘΑΚΟΠΟΥΛΟΣ , Μάρκετινγκ και Επικοινωνίας, -, 17-19, Β, Τρίτη
3, ΕΡΕΥΝΑ ΜΑΡΚΕΤΙΝΓΚ, Β. ΣΤΑΘΑΚΟΠΟΥΛΟΣ , Μάρκετινγκ και Επικοινωνίας, -, 19-21, Β, Τρίτη
3, ΛΗΨΗ ΕΠΙΧΕΙΡΗΜΑΤΙΚΩΝ ΑΠΟΦΑΣΕΩΝ , ΡΕΠΟΥΣΗΣ, Μάρκετινγκ και Επικοινωνίας, -, 13-15, Δ24, Τετάρτη
3, ΛΗΨΗ ΕΠΙΧΕΙΡΗΜΑΤΙΚΩΝ ΑΠΟΦΑΣΕΩΝ , ΡΕΠΟΥΣΗΣ, Μάρκετινγκ και Επικοινωνίας, -, 11-13, Δ24, Τετάρτη
3, ΛΗΨΗ ΕΠΙΧΕΙΡΗΜΑΤΙΚΩΝ ΑΠΟΦΑΣΕΩΝ , ΡΕΠΟΥΣΗΣ, Μάρκετινγκ και Επικοινωνίας, ΦΡΟΝΤΙΣΤΗΡΙΟ (Α-Λ), 9-11, Η/Υ 3, Τετάρτη
3, ΛΗΨΗ ΕΠΙΧΕΙΡΗΜΑΤΙΚΩΝ ΑΠΟΦΑΣΕΩΝ , ΡΕΠΟΥΣΗΣ, Μάρκετινγκ και Επικοινωνίας, ΦΡΟΝΤΙΣΤΗΡΙΟ (Μ-Ω), 9-11, Η/Υ 3, Παρασκευή
3, ΛΟΓΙΣΤΙΚΗ Ι, ΤΖΟΒΑΣ, Μάρκετινγκ και Επικοινωνίας, -, 9-11, Α21, Δευτέρα
3, ΛΟΓΙΣΤΙΚΗ Ι, ΤΖΟΒΑΣ, Μάρκετινγκ και Επικοινωνίας, -, 11-13, Δ24, Παρασκευή
5, ΕΤΑΙΡΙΚΗ ΕΠΙΚΟΙΝΩΝΙΑΚΗ ΣΤΡΑΤΗΓΙΚΗ, Ε. ΝΙΚΑΝΔΡΟΥ Δ. ΛΥΜΠΕΡΟΠΟΥΛΟΣ Ε. ΕΥΑΓΓΕΛΑΤΟΣ, Μάρκετινγκ και Επικοινωνίας, -, 13-15, Δ12, Δευτέρα
5, ΕΤΑΙΡΙΚΗ ΕΠΙΚΟΙΝΩΝΙΑΚΗ ΣΤΡΑΤΗΓΙΚΗ, Ε. ΝΙΚΑΝΔΡΟΥ Δ. ΛΥΜΠΕΡΟΠΟΥΛΟΣ Ε. ΕΥΑΓΓΕΛΑΤΟΣ, Μάρκετινγκ και Επικοινωνίας, ΦΡΟΝΤΙΣΤΗΡΙΟ (Α-Λ), 9-11, Η/Υ 3, Τρίτη
5, ΕΤΑΙΡΙΚΗ ΕΠΙΚΟΙΝΩΝΙΑΚΗ ΣΤΡΑΤΗΓΙΚΗ, Ε. ΝΙΚΑΝΔΡΟΥ Δ. ΛΥΜΠΕΡΟΠΟΥΛΟΣ Ε. ΕΥΑΓΓΕΛΑΤΟΣ, Μάρκετινγκ και Επικοινωνίας, ΦΡΟΝΤΙΣΤΗΡΙΟ (Μ-Ω), 11-13, Η/Υ 3, Τρίτη
